CPU %,Memory %,Memory mb,Memory max,Disk %,Date/Time
2.0,37.9,569937920,1298067456,38.7,2023-10-20 06:28:29.251807
2.0,38.0,571633664,1296371712,38.7,2023-10-20 06:29:24.717933
2.3,38.0,571498496,1296535552,38.7,2023-10-20 06:31:15.935091
2.3,38.0,571342848,1296691200,38.7,2023-10-20 06:36:05.407627
2.3,37.9,571191296,1296842752,38.7,2023-10-20 06:36:36.515375
2.3,37.9,570445824,1297588224,38.7,2023-10-20 06:38:29.252106
2.3,38.0,572342272,1295691776,38.8,2023-10-20 06:39:24.717690
2.3,38.0,572432384,1295601664,38.8,2023-10-20 06:41:15.935195
2.0,38.0,572026880,1296007168,38.8,2023-10-20 06:46:05.408493
2.0,37.9,570593280,1297440768,38.8,2023-10-20 06:46:36.515744
2.0,38.0,572100608,1295933440,38.8,2023-10-20 06:48:29.253035
2.0,38.0,572702720,1295331328,38.8,2023-10-20 06:49:24.718879
1.7,38.0,572715008,1295319040,38.8,2023-10-20 06:51:15.936563
1.7,38.0,572596224,1295437824,38.8,2023-10-20 06:56:05.412948
1.7,38.0,572223488,1295810560,38.8,2023-10-20 06:56:36.519583
1.7,37.9,571080704,1296953344,38.8,2023-10-20 06:58:29.253480
1.7,38.0,571510784,1296523264,38.8,2023-10-20 06:59:24.722506
1.7,37.9,571142144,1296891904,38.8,2023-10-20 07:01:15.937120
1.7,38.0,571645952,1296384000,38.8,2023-10-20 07:06:05.412952
1.7,37.9,571273216,1296760832,38.8,2023-10-20 07:06:36.518621
1.8,37.9,570941440,1297092608,38.8,2023-10-20 07:08:29.252423
1.8,37.9,571142144,1296891904,38.8,2023-10-20 07:09:24.720357
1.8,38.0,571318272,1296715776,38.8,2023-10-20 07:11:15.941560
1.9,38.1,573923328,1294110720,38.8,2023-10-20 07:16:05.413958
1.9,38.0,571817984,1296216064,38.8,2023-10-20 07:16:36.521437
1.9,38.0,572301312,1295732736,38.8,2023-10-20 07:18:29.258274
1.9,38.0,571768832,1296265216,38.8,2023-10-20 07:19:24.723374
1.9,38.0,572104704,1295929344,38.8,2023-10-20 07:21:15.939392
2.0,38.1,574345216,1293688832,38.8,2023-10-20 07:26:05.412294
2.0,38.0,572325888,1295708160,38.8,2023-10-20 07:26:36.520929
2.0,38.0,572678144,1295355904,38.8,2023-10-20 07:28:29.257595
2.0,38.0,572768256,1295265792,38.8,2023-10-20 07:29:24.724985
2.0,38.0,572686336,1295343616,38.8,2023-10-20 07:31:15.941334
1.9,38.0,573202432,1294831616,38.8,2023-10-20 07:36:05.413202
1.9,38.0,571953152,1296076800,38.8,2023-10-20 07:36:36.521367
1.9,38.0,572186624,1295847424,38.8,2023-10-20 07:38:29.257454
2.0,38.0,572215296,1295818752,38.8,2023-10-20 07:39:24.724523
2.0,38.0,572252160,1295781888,38.8,2023-10-20 07:41:15.941030
2.0,37.9,570605568,1297428480,38.8,2023-10-20 07:46:05.413363
2.0,37.9,570195968,1297838080,38.8,2023-10-20 07:46:36.520846
2.0,38.0,572329984,1295704064,38.8,2023-10-20 07:48:29.257197
2.0,37.9,570531840,1297502208,38.8,2023-10-20 07:49:24.723987
2.0,38.0,572350464,1295683584,38.8,2023-10-20 07:51:15.941071
2.0,37.9,571047936,1296986112,38.8,2023-10-20 07:56:05.414159
2.0,38.0,571904000,1296130048,38.8,2023-10-20 07:56:36.521208
2.0,37.9,570851328,1297182720,38.8,2023-10-20 07:58:29.257505
2.0,37.9,570933248,1297100800,38.8,2023-10-20 07:59:24.724025
2.0,38.0,573018112,1295015936,38.8,2023-10-20 08:01:15.941336
1.9,37.9,570728448,1297305600,38.8,2023-10-20 08:06:05.413176
1.9,37.9,570122240,1297911808,38.8,2023-10-20 08:06:36.519655
2.0,38.2,576438272,1291595776,38.8,2023-10-20 08:08:29.251858
2.0,38.1,574054400,1293979648,38.8,2023-10-20 08:09:24.717935
1.9,38.0,573243392,1294790656,38.8,2023-10-20 08:11:15.934833
1.9,38.1,573505536,1294528512,38.8,2023-10-20 08:16:05.408287
1.9,38.0,573046784,1294987264,38.8,2023-10-20 08:16:36.515247
1.9,38.0,573259776,1294774272,38.8,2023-10-20 08:18:29.251571
1.8,38.1,573452288,1294581760,38.8,2023-10-20 08:19:24.718031
1.8,38.2,575508480,1292509184,38.8,2023-10-20 08:21:15.935220
1.8,38.1,573865984,1294168064,38.8,2023-10-20 08:26:05.410041
1.8,38.1,573452288,1294581760,38.8,2023-10-20 08:26:36.519936
1.6,38.0,571977728,1296052224,38.8,2023-10-20 08:28:29.252214
1.6,37.9,570769408,1297260544,38.8,2023-10-20 08:29:24.718496
1.5,38.0,571383808,1296625664,38.8,2023-10-20 08:31:15.936453
1.4,38.8,588070912,1278279680,38.8,2023-10-20 08:36:05.413140
1.4,38.9,588451840,1277841408,38.8,2023-10-20 08:36:36.520773
1.6,39.3,596709376,1268637696,38.8,2023-10-20 08:38:29.254036
1.5,39.3,596459520,1268875264,38.8,2023-10-20 08:39:24.722915
1.7,39.5,601812992,1263370240,38.8,2023-10-20 08:41:15.937065
1.9,39.8,606064640,1258536960,38.8,2023-10-20 08:46:05.412785
1.8,39.8,605507584,1259085824,38.8,2023-10-20 08:46:36.519015
1.8,39.8,606007296,1258582016,38.8,2023-10-20 08:48:29.252381
1.8,39.8,605945856,1258647552,38.8,2023-10-20 08:49:24.717962
1.9,39.9,607899648,1256660992,38.8,2023-10-20 08:51:15.935398
2.2,40.8,626946048,1236660224,38.8,2023-10-20 08:56:05.408673
2.2,40.6,623013888,1240592384,38.8,2023-10-20 08:56:36.518975
2.0,40.6,621547520,1242058752,38.8,2023-10-20 08:58:29.252795
2.0,40.6,622489600,1241108480,38.8,2023-10-20 08:59:24.718647
1.9,40.7,624128000,1238716416,38.8,2023-10-20 09:01:15.936546
3.0,41.8,645541888,1216651264,38.8,2023-10-20 09:06:05.412882
3.0,41.7,643858432,1218338816,38.8,2023-10-20 09:06:36.520474
3.2,42.0,649953280,1212215296,38.8,2023-10-20 09:08:29.253012
3.2,41.9,648572928,1213591552,38.8,2023-10-20 09:09:24.719076
3.1,41.9,648790016,1213378560,38.8,2023-10-20 09:11:15.936704
4.5,53.8,885514240,964775936,39.2,2023-10-20 09:16:05.413229
4.4,53.6,880545792,969740288,39.2,2023-10-20 09:16:36.520276
4.5,53.6,880930816,969338880,39.2,2023-10-20 09:18:29.253678
4.4,53.5,879505408,970764288,39.2,2023-10-20 09:19:24.722471
5.4,39.5,585113600,1263374336,39.2,2023-10-20 09:21:15.937012
4.1,40.1,597618688,1250848768,39.1,2023-10-20 09:26:05.413291
4.0,40.1,597188608,1251270656,39.1,2023-10-20 09:26:36.520131
4.0,40.2,598937600,1249566720,39.1,2023-10-20 09:28:29.253745
4.0,40.2,597868544,1250643968,39.1,2023-10-20 09:29:24.722393
2.0,39.6,585924608,1262600192,39.1,2023-10-20 09:32:12.316011
0.0,39.6,585916416,1262592000,39.1,2023-10-20 09:45:46.682700
0.7,39.6,586153984,1262354432,39.1,2023-10-20 09:46:46.682971
0.0,39.6,587169792,1261338624,39.1,2023-10-20 09:47:46.685142
0.8,39.6,586596352,1261912064,39.1,2023-10-20 09:48:46.686994
0.0,39.6,586526720,1261981696,39.1,2023-10-20 09:49:46.686814
0.8,39.6,586633216,1261875200,39.1,2023-10-20 09:50:46.684888
0.0,39.6,585744384,1262755840,39.1,2023-10-20 09:51:46.685582
0.9,39.6,585867264,1262632960,39.1,2023-10-20 09:52:46.685675
0.0,39.7,587898880,1260601344,39.1,2023-10-20 09:53:46.686486
0.9,39.6,586067968,1262432256,39.1,2023-10-20 09:54:46.686885
0.0,39.7,588156928,1260335104,39.1,2023-10-20 09:55:46.686974
0.9,39.6,586563584,1261928448,39.1,2023-10-20 09:56:46.682236
0.0,39.6,586653696,1261838336,39.1,2023-10-20 09:57:46.682550
0.9,39.6,586031104,1262460928,39.1,2023-10-20 09:58:46.682361
0.0,39.6,585805824,1262686208,39.1,2023-10-20 09:59:46.682029
0.9,39.6,585965568,1262526464,39.1,2023-10-20 10:00:46.682767
0.0,39.8,590929920,1257558016,39.1,2023-10-20 10:01:46.682337
0.0,39.8,590471168,1258008576,39.1,2023-10-20 10:02:14.589105
2.1,39.9,592326656,1256161280,39.1,2023-10-20 10:02:46.682388
0.0,39.8,589422592,1259065344,39.1,2023-10-20 10:03:46.682485
2.1,39.8,589422592,1259065344,39.1,2023-10-20 10:04:46.682159
2.1,39.8,591220736,1257267200,39.1,2023-10-20 10:05:46.682023
2.1,39.9,591491072,1256988672,39.1,2023-10-20 10:06:46.682281
2.2,40.0,594657280,1253830656,39.1,2023-10-20 10:07:46.682253
2.2,40.0,594534400,1253953536,39.1,2023-10-20 10:08:46.682154
2.3,40.0,593690624,1254797312,39.1,2023-10-20 10:09:46.682440
2.3,40.1,597454848,1251033088,39.1,2023-10-20 10:10:46.682571
1.5,40.0,594821120,1253666816,39.1,2023-10-20 10:11:46.682097
1.5,39.9,592154624,1256333312,39.1,2023-10-20 10:12:46.682646
1.5,39.9,592437248,1256050688,39.1,2023-10-20 10:13:46.682366
1.5,39.9,591732736,1256755200,39.1,2023-10-20 10:14:46.682015
1.7,40.1,596393984,1252077568,39.1,2023-10-20 10:15:46.682407
1.7,39.8,591310848,1257160704,39.1,2023-10-20 10:16:46.682574
1.7,40.0,593670144,1254801408,39.1,2023-10-20 10:17:46.682375
1.7,39.9,593326080,1255145472,39.1,2023-10-20 10:18:46.682792
1.7,39.9,593326080,1255145472,39.1,2023-10-20 10:19:46.682311
1.6,39.9,592285696,1256177664,39.1,2023-10-20 10:20:46.682025
1.6,39.9,591470592,1257000960,39.1,2023-10-20 10:21:46.682616
1.4,39.9,591605760,1256865792,39.1,2023-10-20 10:22:46.682448
1.4,39.8,590790656,1257680896,39.1,2023-10-20 10:23:46.682109
1.4,39.9,591691776,1256779776,39.1,2023-10-20 10:24:46.682058
1.3,39.9,592797696,1255673856,39.1,2023-10-20 10:25:46.682136
1.3,39.9,592789504,1255682048,39.1,2023-10-20 10:26:46.682245
1.2,39.9,591585280,1256886272,39.1,2023-10-20 10:27:46.682350
1.2,39.9,592551936,1255919616,39.1,2023-10-20 10:28:46.682141
1.2,39.9,591798272,1256673280,39.1,2023-10-20 10:29:46.682000
1.2,39.9,592310272,1256161280,39.1,2023-10-20 10:30:46.682352
1.2,40.0,594214912,1254256640,39.1,2023-10-20 10:31:46.682283
1.2,40.0,595484672,1252986880,39.1,2023-10-20 10:32:46.682201
1.2,39.9,593084416,1255387136,39.1,2023-10-20 10:33:46.682745
1.2,39.9,592150528,1256321024,39.1,2023-10-20 10:34:46.682679
1.2,39.9,593338368,1255133184,39.1,2023-10-20 10:35:46.682177
1.2,40.0,594079744,1254391808,39.1,2023-10-20 10:36:46.682337
1.2,40.1,596955136,1251516416,39.1,2023-10-20 10:37:46.682239
1.2,39.9,592310272,1256161280,39.1,2023-10-20 10:38:46.682022
1.2,40.0,594878464,1253593088,39.1,2023-10-20 10:39:46.682432
1.1,39.9,591462400,1257009152,39.1,2023-10-20 10:40:46.682541
1.1,40.0,594300928,1254170624,39.1,2023-10-20 10:41:46.682158
1.1,39.9,592035840,1256435712,39.1,2023-10-20 10:42:46.682109
1.1,39.9,592023552,1256431616,39.1,2023-10-20 10:43:46.682104
1.1,39.9,592216064,1256247296,39.1,2023-10-20 10:44:46.682094
1.2,39.8,590753792,1257701376,39.1,2023-10-20 10:45:46.682220
1.3,39.9,592007168,1256439808,39.1,2023-10-20 10:46:46.682242
1.3,39.8,591126528,1257320448,39.1,2023-10-20 10:47:46.682297
1.3,39.8,591376384,1257054208,39.1,2023-10-20 10:48:46.682105
1.3,39.8,591323136,1257107456,39.1,2023-10-20 10:49:46.682582
1.3,39.9,592736256,1255694336,39.1,2023-10-20 10:50:46.682270
1.3,39.7,588652544,1259778048,39.1,2023-10-20 10:51:46.682203
1.3,39.6,587235328,1261195264,39.1,2023-10-20 10:52:46.682467
1.5,40.9,612732928,1235685376,39.2,2023-10-20 10:53:46.682276
1.5,40.8,611487744,1236930560,39.2,2023-10-20 10:54:46.682306
1.5,40.8,611545088,1236873216,39.2,2023-10-20 10:55:46.682433
1.3,40.9,612679680,1235734528,39.1,2023-10-20 10:56:46.682671
1.2,40.9,613494784,1234911232,39.1,2023-10-20 10:57:46.682196
1.2,40.8,611770368,1236643840,39.1,2023-10-20 10:58:46.682452
1.1,40.9,612757504,1235656704,39.1,2023-10-20 10:59:46.682672
1.1,40.9,612843520,1235570688,39.1,2023-10-20 11:00:46.682221
1.1,40.9,612896768,1235517440,39.1,2023-10-20 11:01:46.682132
1.1,40.9,613076992,1235329024,39.1,2023-10-20 11:02:46.682281
0.8,40.8,611983360,1236422656,39.1,2023-10-20 11:03:46.682300
0.7,40.8,612093952,1236312064,39.1,2023-10-20 11:04:46.682764
0.7,40.8,612130816,1236275200,39.1,2023-10-20 11:05:46.682549
0.8,40.9,612921344,1235484672,39.1,2023-10-20 11:06:46.682295
0.9,41.1,617357312,1231048704,39.1,2023-10-20 11:07:46.682111
0.9,41.1,617213952,1231192064,39.1,2023-10-20 11:08:46.682184
0.9,41.1,618328064,1230077952,39.1,2023-10-20 11:09:46.682234
0.9,41.1,617439232,1230966784,39.1,2023-10-20 11:10:46.682205
0.9,41.1,617590784,1230815232,39.1,2023-10-20 11:11:46.683191
0.9,41.1,617512960,1230893056,39.1,2023-10-20 11:12:46.682544
0.9,41.1,617619456,1230786560,39.1,2023-10-20 11:13:46.682077
0.9,41.1,617709568,1230696448,39.1,2023-10-20 11:14:46.682061
1.5,41.9,633262080,1215143936,39.1,2023-10-20 11:15:46.682616
1.5,42.0,636018688,1212391424,39.1,2023-10-20 11:16:46.682401
1.4,41.9,634482688,1213927424,39.1,2023-10-20 11:17:46.682109
1.4,41.9,633712640,1214697472,39.1,2023-10-20 11:18:46.682635
1.5,42.4,644980736,1203429376,39.1,2023-10-20 11:19:46.682259
1.5,42.3,643358720,1205051392,39.1,2023-10-20 11:20:46.682413
1.6,42.3,643301376,1205108736,39.1,2023-10-20 11:21:46.682749
2.9,44.1,679456768,1168945152,39.2,2023-10-20 11:22:46.682420
3.0,44.1,680312832,1168089088,39.2,2023-10-20 11:23:46.682093
3.2,44.3,685432832,1162977280,39.2,2023-10-20 11:24:46.682062
2.7,44.4,685481984,1162928128,39.2,2023-10-20 11:25:46.682349
2.7,44.4,686641152,1161752576,39.2,2023-10-20 11:26:46.682248
2.7,44.5,688537600,1159749632,39.2,2023-10-20 11:27:46.682502
2.7,44.4,686653440,1161601024,39.2,2023-10-20 11:28:46.682355
2.6,44.4,686788608,1161465856,39.2,2023-10-20 11:29:46.682204
2.6,44.6,689516544,1158737920,39.2,2023-10-20 11:30:46.682165
2.6,44.5,688848896,1159405568,39.2,2023-10-20 11:31:46.683021
1.3,44.5,687955968,1160298496,39.1,2023-10-20 11:32:46.682501
1.2,44.5,687915008,1160339456,39.1,2023-10-20 11:33:46.682460
1.1,44.4,685662208,1162579968,39.1,2023-10-20 11:34:46.682967
1.1,44.5,687403008,1160843264,39.1,2023-10-20 11:35:46.682732
1.0,44.4,687108096,1161138176,39.1,2023-10-20 11:36:46.682219
1.0,44.4,685744128,1162502144,39.1,2023-10-20 11:37:46.682779
1.0,44.3,684785664,1163460608,39.1,2023-10-20 11:38:46.683239
1.0,44.4,686034944,1162211328,39.1,2023-10-20 11:39:46.682271
1.1,44.4,685670400,1162575872,39.2,2023-10-20 11:40:46.682200
1.1,44.5,689315840,1158930432,39.2,2023-10-20 11:41:46.682268
1.1,44.5,688279552,1159966720,39.2,2023-10-20 11:42:46.682194
1.1,44.6,690184192,1158062080,39.2,2023-10-20 11:43:46.682303
1.7,44.6,691195904,1157038080,39.2,2023-10-20 11:44:46.682716
1.8,44.6,691163136,1157070848,39.2,2023-10-20 11:45:46.682532
1.9,44.6,691470336,1156755456,39.2,2023-10-20 11:46:46.682426
1.9,44.8,694923264,1153302528,39.2,2023-10-20 11:47:46.682380
2.0,44.7,693174272,1155051520,39.2,2023-10-20 11:48:46.682038
2.0,44.8,694059008,1154166784,39.2,2023-10-20 11:49:46.682003
1.9,44.8,694050816,1154170880,39.2,2023-10-20 11:50:46.682349
1.9,44.7,692961280,1155239936,39.2,2023-10-20 11:51:46.682255
2.2,44.7,692469760,1155731456,39.2,2023-10-20 11:52:46.682413
2.2,44.7,693403648,1154797568,39.2,2023-10-20 11:53:46.682696
1.6,44.8,694378496,1153818624,39.2,2023-10-20 11:54:46.682218
1.4,44.7,692359168,1155833856,39.2,2023-10-20 11:55:46.682181
1.4,44.7,693374976,1154822144,39.2,2023-10-20 11:56:46.683080
1.4,44.9,696909824,1151287296,39.2,2023-10-20 11:57:46.682684
1.4,44.8,694538240,1153638400,39.2,2023-10-20 11:58:46.682306
1.4,44.8,693768192,1154416640,39.2,2023-10-20 11:59:46.682514
1.4,44.7,692690944,1155387392,39.2,2023-10-20 12:00:46.682579
1.4,44.5,688033792,1160028160,39.2,2023-10-20 12:01:46.682604
1.0,44.6,689582080,1158488064,39.2,2023-10-20 12:02:46.682667
1.0,44.5,688144384,1159909376,39.2,2023-10-20 12:03:46.682739
1.1,44.5,688041984,1160011776,39.2,2023-10-20 12:04:46.682542
1.1,44.5,689168384,1158885376,39.2,2023-10-20 12:05:46.682970
1.1,44.5,689184768,1158868992,39.2,2023-10-20 12:06:46.683059
1.1,44.7,693182464,1154871296,39.2,2023-10-20 12:07:46.683308
1.1,44.8,694538240,1153519616,39.2,2023-10-20 12:08:46.683496
1.2,44.7,692850688,1155194880,39.2,2023-10-20 12:09:46.683877
1.1,44.7,691920896,1156124672,39.2,2023-10-20 12:10:46.683533
1.2,45.0,698425344,1149620224,39.2,2023-10-20 12:11:46.683169
1.5,45.1,701095936,1146949632,39.2,2023-10-20 12:12:46.683614
1.5,45.0,699277312,1148768256,39.2,2023-10-20 12:13:46.683293
1.4,45.0,699379712,1148665856,39.2,2023-10-20 12:14:46.683407
1.5,45.1,700231680,1147813888,39.2,2023-10-20 12:15:46.683880
1.5,45.2,702275584,1145761792,39.2,2023-10-20 12:16:46.683754
1.8,45.2,702066688,1145974784,39.2,2023-10-20 12:17:46.683445
1.9,45.1,700895232,1147146240,39.2,2023-10-20 12:18:46.683605
1.9,45.1,700813312,1147228160,39.2,2023-10-20 12:19:46.683308
1.9,45.1,700743680,1147297792,39.2,2023-10-20 12:20:46.683317
1.7,45.1,701181952,1146859520,39.2,2023-10-20 12:21:46.683686
1.5,45.2,702287872,1145753600,39.2,2023-10-20 12:22:46.683387
1.5,45.2,702296064,1145745408,39.2,2023-10-20 12:23:46.683094
1.5,45.2,703008768,1145032704,39.2,2023-10-20 12:24:46.683373
1.5,45.1,701763584,1146277888,39.2,2023-10-20 12:25:46.683391
1.5,45.2,701886464,1146155008,39.2,2023-10-20 12:26:46.683495
1.0,45.2,703201280,1144840192,39.1,2023-10-20 12:27:46.683494
1.0,45.2,702402560,1145630720,39.1,2023-10-20 12:28:46.683444
1.0,45.3,704061440,1143971840,39.1,2023-10-20 12:29:46.683864
1.0,45.3,705126400,1142898688,39.1,2023-10-20 12:30:46.686570
1.0,45.2,703758336,1144266752,39.1,2023-10-20 12:31:46.683229
1.0,45.3,703889408,1144135680,39.1,2023-10-20 12:32:46.683333
1.0,45.2,703541248,1144475648,39.1,2023-10-20 12:33:46.683574
1.0,45.2,703803392,1144205312,39.1,2023-10-20 12:34:46.683254
1.0,45.3,703913984,1144094720,39.1,2023-10-20 12:35:46.683474
1.0,45.3,703967232,1144041472,39.1,2023-10-20 12:36:46.683545
1.0,45.3,704040960,1143967744,39.1,2023-10-20 12:37:46.683403
1.0,45.3,704331776,1143676928,39.1,2023-10-20 12:38:46.683406
1.0,45.3,705736704,1142272000,39.1,2023-10-20 12:39:46.683249
1.0,45.3,704462848,1143545856,39.1,2023-10-20 12:40:46.682989
1.0,45.3,704610304,1142956032,39.0,2023-10-20 12:41:46.683446
1.1,45.3,705032192,1142509568,39.0,2023-10-20 12:42:46.683742
1.5,45.4,706732032,1140809728,39.0,2023-10-20 12:43:46.683626
1.6,45.4,706863104,1140674560,39.0,2023-10-20 12:44:46.683225
1.6,45.4,707018752,1140518912,39.0,2023-10-20 12:45:46.683390
2.1,45.5,708055040,1139482624,39.0,2023-10-20 12:46:46.683402
2.3,45.5,708538368,1138999296,39.0,2023-10-20 12:47:46.683326
2.5,45.5,708624384,1138913280,39.0,2023-10-20 12:48:46.683733
2.5,45.5,708726784,1138810880,39.0,2023-10-20 12:49:46.683573
2.5,45.5,708763648,1138774016,39.0,2023-10-20 12:50:46.683518
2.4,45.5,708788224,1138749440,39.0,2023-10-20 12:51:46.683428
2.3,45.5,708820992,1138716672,39.0,2023-10-20 12:52:46.683308
1.9,45.5,708923392,1138614272,39.0,2023-10-20 12:53:46.683515
1.9,45.5,708947968,1138589696,39.0,2023-10-20 12:54:46.683390
1.8,45.6,710344704,1137192960,39.0,2023-10-20 12:55:46.683232
1.5,45.5,708907008,1138626560,39.0,2023-10-20 12:56:46.683256
1.3,45.5,709070848,1138466816,39.0,2023-10-20 12:57:46.683253
1.1,45.5,709267456,1138270208,39.0,2023-10-20 12:58:46.683226
1.1,45.5,709390336,1138147328,39.0,2023-10-20 12:59:46.683152
1.1,45.6,711229440,1136308224,39.0,2023-10-20 13:00:46.683317
1.1,45.6,709726208,1137811456,39.0,2023-10-20 13:01:46.683831
1.1,45.5,708026368,1139511296,39.0,2023-10-20 13:02:46.687868
1.2,45.5,708038656,1139499008,39.0,2023-10-20 13:03:46.686832
1.2,45.4,707538944,1139998720,39.0,2023-10-20 13:04:46.688138
1.3,45.5,707743744,1139793920,39.0,2023-10-20 13:05:46.688414
1.2,45.5,709111808,1138425856,39.0,2023-10-20 13:06:46.687837
1.4,45.6,709672960,1137864704,39.0,2023-10-20 13:07:46.686565
1.4,45.7,712302592,1135235072,39.0,2023-10-20 13:08:46.688168
1.4,45.5,708268032,1139265536,39.0,2023-10-20 13:09:46.687924
1.5,45.6,710701056,1136828416,39.0,2023-10-20 13:10:46.687775
1.5,45.5,708427776,1139109888,39.0,2023-10-20 13:11:46.686261
1.5,45.5,707993600,1139544064,39.0,2023-10-20 13:12:46.687874
1.5,45.5,708448256,1139089408,39.0,2023-10-20 13:13:46.688781
1.5,45.5,709509120,1138028544,39.0,2023-10-20 13:14:46.688454
1.5,45.5,708222976,1139314688,39.0,2023-10-20 13:15:46.687844
1.5,45.6,709791744,1137729536,39.0,2023-10-20 13:16:46.688528
1.4,45.4,707551232,1139986432,39.0,2023-10-20 13:17:46.689167
1.4,45.4,706658304,1140879360,39.0,2023-10-20 13:18:46.688300
1.4,45.4,706674688,1140862976,39.0,2023-10-20 13:19:46.688446
1.4,45.5,708341760,1139195904,39.0,2023-10-20 13:20:46.688533
1.3,45.6,709980160,1137557504,39.0,2023-10-20 13:21:46.688358
1.3,45.4,706764800,1140772864,39.0,2023-10-20 13:22:46.688580
1.3,45.2,701931520,1145606144,39.0,2023-10-20 13:23:46.688765
1.2,45.1,701190144,1146347520,39.0,2023-10-20 13:24:46.689525
1.2,45.2,701292544,1146245120,39.0,2023-10-20 13:25:46.688562
1.2,45.2,701415424,1146122240,39.0,2023-10-20 13:26:46.688875
1.1,45.2,701304832,1146232832,39.0,2023-10-20 13:27:46.688880
1.1,45.2,701444096,1146093568,39.0,2023-10-20 13:28:46.688451
1.2,45.2,701353984,1146183680,39.0,2023-10-20 13:29:46.688095
1.2,45.2,701464576,1146073088,39.0,2023-10-20 13:30:46.688297
1.2,45.2,701722624,1145815040,39.0,2023-10-20 13:31:46.688218
1.2,45.2,701939712,1145597952,39.0,2023-10-20 13:32:46.688227
1.1,45.2,702218240,1145319424,39.0,2023-10-20 13:33:46.688480
1.2,45.3,704290816,1143246848,39.0,2023-10-20 13:34:46.689057
1.1,45.2,702578688,1144958976,39.0,2023-10-20 13:35:46.687984
1.1,45.2,702664704,1144868864,39.0,2023-10-20 13:36:46.687862
1.1,45.2,702672896,1144864768,39.0,2023-10-20 13:37:46.687979
1.1,45.2,702595072,1144942592,39.0,2023-10-20 13:38:46.687877
1.1,45.2,702676992,1144852480,39.0,2023-10-20 13:39:46.684652
1.1,45.2,702763008,1144766464,39.0,2023-10-20 13:40:46.687784
1.1,45.2,702713856,1144815616,39.0,2023-10-20 13:41:46.686379
1.1,45.2,702693376,1144836096,39.0,2023-10-20 13:42:46.688165
1.1,45.2,702017536,1145511936,39.0,2023-10-20 13:43:46.688593
1.0,45.2,702119936,1145409536,39.0,2023-10-20 13:44:46.688267
1.0,45.2,702013440,1145516032,39.0,2023-10-20 13:45:46.688717
1.0,45.2,702042112,1145487360,39.0,2023-10-20 13:46:46.689590
1.0,45.2,701792256,1145737216,39.0,2023-10-20 13:47:46.688139
1.0,45.3,703787008,1143742464,39.0,2023-10-20 13:48:46.687656
1.0,45.2,702173184,1145356288,39.0,2023-10-20 13:49:46.686674
1.0,45.2,702267392,1145262080,39.0,2023-10-20 13:50:46.687618
1.0,45.2,702332928,1145196544,39.0,2023-10-20 13:51:46.686541
1.1,45.2,702595072,1144934400,39.0,2023-10-20 13:52:46.687742
1.1,45.2,702619648,1144909824,39.0,2023-10-20 13:53:46.686492
1.1,45.2,702693376,1144836096,39.0,2023-10-20 13:54:46.687942
1.2,45.3,703848448,1143681024,39.0,2023-10-20 13:55:46.688101
1.4,45.3,704073728,1143455744,39.0,2023-10-20 13:56:46.687766
1.4,45.3,704204800,1143324672,39.0,2023-10-20 13:57:46.686675
1.4,45.3,704102400,1143427072,39.0,2023-10-20 13:58:46.688256
1.4,45.3,704188416,1143341056,39.0,2023-10-20 13:59:46.689022
1.4,45.3,704270336,1143259136,39.0,2023-10-20 14:00:46.689408
1.4,45.3,704348160,1143181312,39.0,2023-10-20 14:01:46.688416
1.3,45.3,704368640,1143160832,39.0,2023-10-20 14:02:46.688669
1.3,45.4,705875968,1141653504,39.0,2023-10-20 14:03:46.688342
1.3,45.3,704454656,1143074816,39.0,2023-10-20 14:04:46.688834
1.1,45.3,704335872,1143193600,39.0,2023-10-20 14:05:46.688688
1.0,45.3,704434176,1143095296,39.0,2023-10-20 14:06:46.688634
1.1,45.6,710705152,1136824320,39.0,2023-10-20 14:07:46.689264
1.1,45.6,710819840,1136709632,39.0,2023-10-20 14:08:46.689257
1.1,45.6,711020544,1136508928,39.0,2023-10-20 14:09:46.689640
1.2,45.7,713527296,1134002176,39.0,2023-10-20 14:10:46.688829
1.2,45.7,713375744,1134153728,39.0,2023-10-20 14:11:46.688947
1.2,45.8,713863168,1133666304,39.0,2023-10-20 14:12:46.689164
1.2,45.7,713617408,1133912064,39.0,2023-10-20 14:13:46.689406
1.2,45.7,713682944,1133846528,39.0,2023-10-20 14:14:46.689019
1.2,45.8,713895936,1133629440,39.0,2023-10-20 14:15:46.688116
1.2,45.8,714043392,1133486080,39.0,2023-10-20 14:16:46.687699
1.1,45.8,713981952,1133547520,39.0,2023-10-20 14:17:46.686727
1.1,45.8,714104832,1133424640,39.0,2023-10-20 14:18:46.688572
1.1,45.8,714113024,1133416448,39.0,2023-10-20 14:19:46.689642
1.0,45.8,714223616,1133305856,39.0,2023-10-20 14:20:46.689130
1.0,45.8,714104832,1133424640,39.0,2023-10-20 14:21:46.688755
1.0,45.8,714371072,1133158400,39.0,2023-10-20 14:22:46.687936
1.0,45.8,714338304,1133191168,39.0,2023-10-20 14:23:46.688012
1.0,45.8,714158080,1133371392,39.0,2023-10-20 14:24:46.688507
1.0,45.8,714416128,1133113344,39.0,2023-10-20 14:25:46.687654
1.0,45.8,714297344,1133232128,39.0,2023-10-20 14:26:46.682615
1.0,45.8,714280960,1133248512,39.0,2023-10-20 14:27:46.682167
